repositoryName1,repositoryName2,intersection,similarity
roundrop/facebook4j,sofastack/sofa-common-tools,"[api, bridge, junit, logging, slf4j, testing]",0.75
Esri/geometry-api-java,vdurmont/emoji-java,"[json, junit, testing]",1.0
conversant/disruptor,j256/simplemagic,"[api, junit, logging, slf4j, testing]",0.71
MGunlogson/CuckooFilter4J,joshjdevl/libsodium-jni,"[google, junit, testing]",1.0
RobotiumTech/robotium,geometer/FBReaderJ,"[android, google, platform, support]",0.8
RoboBinding/RoboBinding,mttkay/ignition,"[android, aop, aspect, collections, google, junit, matching, platform, structures, testing]",0.71
albfernandez/juniversalchardet,harrywfl/JavaGuide,"[base64, codec, encoding, junit, testing]",0.83
oracle/pgql-lang,thrau/jarchivelib,"[apache, commons, junit, testing]",0.8
Whiley/WhileyCompiler,janino-compiler/janino,"[ant, build, junit, testing, tools]",0.83
FasterXML/aalto-xml,FasterXML/jackson-dataformat-xml,"[api, codehaus, streaming, xml]",0.8
ctongfei/progressbar,jhg023/SimpleNet,"[api, engine, junit, logging, slf4j, testing]",0.75
conversant/disruptor,jhg023/SimpleNet,"[api, junit, logging, slf4j, testing]",0.71
grundid/nfctools,tzaeschke/ode4j,"[api, junit, logging, slf4j, testing]",0.83
Password4j/password4j,j256/simplemagic,"[apache, api, junit, logging, slf4j, testing]",0.75
kokorin/Jaffree,zeroturnaround/zt-zip,"[api, bridge, junit, logging, slf4j, testing]",0.75
roundrop/facebook4j,streamsets/tutorials,"[api, bridge, junit, logging, slf4j, testing]",0.75
amaembo/streamex,uber/h3-java,"[benchmark, generator, junit, performance, testing]",0.83
aikar/commands,verhas/License3j,"[api, engine, junit, mock, mocking, testing]",0.75
opendatalab-de/geojson-jackson,stleary/JSON-java,"[json, junit, mock, mocking, testing]",0.71
firebase/firebase-admin-java,hap-java/HAP-Java,"[api, codec, http, io, javax, junit, logging, mock, mocking, netty, network, slf4j, socket, specs, standard, testing, transport]",0.71
JodaOrg/joda-time,dlsc-software-consulting-gmbh/FormsFX,"[junit, testing]",1.0
giltene/jHiccup,mpatric/mp3agic,"[junit, testing]",1.0
aleksandr-m/gitflow-maven-plugin,lukaszlenart/launch4j-maven-plugin,"[annotations, apache, api, build, build-system, junit, maven, model, plugin, testing, tools]",0.79
201206030/fiction_house,xuxueli/xxl-api,"[apache, client, connector, database, driver, http, mysql, persistence, spring, starter]",0.77
Hakky54/log-captor,pivovarit/throwing-function,"[api, assertion, engine, junit, logging, quality, slf4j, testing]",0.73
irmen/Pyrolite,taksan/skype-java-api,"[junit, testing]",1.0
arteam/100-Java-Concurrency-questions,thomasmueller/minperf,"[benchmark, generator, junit, performance, testing]",1.0
LinShunKang/MyPerf4J,ObjectLayout/ObjectLayout,"[benchmark, generator, junit, performance, testing]",0.83
apache/commons-fileupload,eBay/cors-filter,"[api, javax, junit, servlet, specs, standard, testing]",0.78
hoijui/JavaOSC,streamsets/tutorials,"[api, bridge, junit, logging, slf4j, testing]",0.75
apache/commons-imaging,fordfrog/apgdiff,"[junit, matching, testing]",0.75
greenrobot/essentials,joshjdevl/libsodium-jni,"[google, junit, testing]",0.75
JMCuixy/swagger2word,cheese10yun/spring-guide,"[api, io, swagger, ui]",1.0
Brettflan/WorldBorder,szerhusenBC/jwt-spring-security-demo,"[api, io]",1.0
mangstadt/biweekly,spoofzu/DeepViolet,"[binding, json, junit, mock, mocking, testing]",0.75
ls1intum/Artemis,usb4java/usb4java,"[apache, commons, testing]",0.75
TooTallNate/Java-WebSocket,whitesock/open-replicator,"[api, junit, logging, slf4j, testing]",0.83
javadev/underscore-java,jnr/jnr-posix,"[github, junit, testing]",0.75
TimMoore/mojo-executor,luontola/retrolambda,"[annotations, apache, api, build, build-system, codehaus, junit, matching, maven, mock, mocking, model, plugin, testing, tools]",0.71
cucumber-attic/gherkin2,vdurmont/semver4j,"[junit, mock, mocking, testing]",1.0
kaitoy/pcap4j,whitesock/open-replicator,"[api, junit, logging, slf4j, testing]",0.71
gardncl/elements-of-programming-interviews,palatable/lambda,"[matching, mock, mocking, testing]",0.8
JodaOrg/joda-money,mpatric/mp3agic,"[junit, testing]",1.0
apache/commons-dbutils,svendiedrichsen/jollyday,"[junit, matching, mock, mocking, testing]",0.71
NLPchina/nlp-lang,boncey/Flickr4Java,"[api, junit, logging, slf4j, testing]",0.71
conversant/disruptor,hoijui/JavaOSC,"[api, junit, logging, slf4j, testing]",0.83
FastFilter/fastfilter_java,ObjectLayout/ObjectLayout,"[benchmark, generator, junit, performance, testing]",0.71
JodaOrg/joda-money,andytill/erlyberly,"[junit, testing]",1.0
hoijui/JavaOSC,zeroturnaround/zt-zip,"[api, bridge, junit, logging, slf4j, testing]",1.0
JodaOrg/joda-money,giltene/jHiccup,"[junit, testing]",1.0
eBay/cors-filter,tbroyer/gwt-maven-archetypes,"[api, javax, servlet, specs, standard]",0.71
SpoutDev/Vanilla,spotify/futures-extra,"[api, google, junit, mock, mocking, testing]",0.75
AlmasB/FXTutorials,jjenkov/javafx-examples,"[graphics, swing, ui]",0.75
OfficeDev/ews-java-api,citerus/bookstore-cqrs-example,"[apache, api, client, commons, date, http, io, junit, logging, matching, mock, mocking, slf4j, testing, time]",0.79
dpaukov/combinatoricslib3,square/pollexor,"[assertion, junit, quality, testing, validation]",0.71
eclipsesource/J2V8,tbsalling/aismessages,"[junit, mock, mocking, testing]",1.0
patriques82/alphavantage4j,reinert/JJSchema,"[annotations, api, javax, json, junit, specs, standard, testing]",0.73
pytorch/serve,spotify/trickle,"[google, junit, mock, mocking, testing]",0.71
Polve/bitcoin-rpc-client,usb4java/usb4java,"[apache, commons, junit, testing]",1.0
TNG/JGiven,tada/pljava,"[annotations, apache, api, build, build-system, junit, maven, plugin, testing, tools]",0.77
jhonnymertz/java-wkhtmltopdf-wrapper,zeroturnaround/zt-exec,"[apache, api, commons, io, junit, logging, slf4j, testing]",0.73
mscharhag/oleaster,shekhargulati/99-problems,"[junit, matching, testing]",0.75
McFoggy/cssfx,jfree/jfreesvg,"[engine, junit, testing]",0.75
fluent/fluent-logger-java,hoijui/JavaOSC,"[api, junit, logging, slf4j, testing]",0.71
j256/simplemagic,whitesock/open-replicator,"[api, junit, logging, slf4j, testing]",0.71
fasseg/exp4j,graylog-labs/graylog-plugin-slack,"[junit, logging, testing]",0.75
eclipse-ee4j/glassfish,javaee/glassfish,"[admin, agent, ajax, annotations, ant, apache, api, authentication, batch, beans, binding, bootstrap, build, build-system, bundle, bytecode, cache, cli, client, cluster, codehaus, command-line, compiler, concurrent, config, connector, console, container, database, dependency-injection, deployment, description, descriptor, distribution, driver, eclipse, ejb, embedded, export, extension, framework, generator, help, hibernate, html, htmlunit, http, ibm, integration, interactive, interface, io, javaee, javax, jaxrs, jboss, jca, jdbc, jms, jpa, jsf, json, jsp, junit, launcher, logging, mail, management, mapping, maven, messaging, metadata, mocking, model, module, monitoring, mvc, mysql, naming, native, network, osgi, parser, persistence, platform, plugin, processor, provider, queue, reflection, remote, resource, rest, runtime, schema, security, selenium, server, service, servlet, shell, soap, specs, sql, ssh, ssl, standard, stats, streaming, support, tcp, terminal, testing, testng, tools, transaction, validation, web, webservice, websocket, xml]",0.9
apache/commons-beanutils,fasseg/exp4j,"[junit, logging, testing]",0.75
irmen/Pyrolite,zeromq/jeromq,"[junit, testing]",1.0
JetBrains/intellij-plugins,vanilladb/vanillacore,"[io, junit, testing]",1.0
arteam/100-Java-Concurrency-questions,robinst/autolink-java,"[benchmark, junit, performance, testing]",0.8
moditect/deptective,square/protoparser,"[assertion, google, junit, quality, testing]",0.71
JakeWharton/DiskLruCache,qmx/jitescript,"[assertion, junit, quality, testing, validation]",0.71
BedwarsRel/BedwarsRel,DomHeal/JavaFX-Chat,"[api, logging, slf4j]",0.75
ktuukkan/marine-api,mpatric/mp3agic,"[junit, testing]",1.0
pytorch/serve,stleary/JSON-java,"[json, junit, mock, mocking, testing]",0.83
dlsc-software-consulting-gmbh/FormsFX,luaj/luaj,"[junit, testing]",1.0
geometer/FBReader-Android-2,geometer/FBReaderJ,"[android, google, platform, support]",1.0
rschreijer/lutung,windy1/google-places-api-java,"[apache, client, http, io, json, junit, testing]",0.78
moditect/deptective,square/burst,"[assertion, google, junit, quality, testing]",0.71
SAP/SapMachine,openjdk/panama-foreign,"[api, file-system, ide, interface, junit, layout, loader, module, netbeans, swing, testing, ui, visual]",1.0
Password4j/password4j,zeroturnaround/zt-exec,"[apache, api, commons, junit, logging, slf4j, testing]",0.88
ipfs-shipyard/java-ipfs-http-client,poetix/protonpack,"[junit, matching, testing]",0.75
gwtbootstrap3/gwtbootstrap3,samskivert/jmustache,"[framework, google, gwt, junit, testing, ui, web]",0.88
fordfrog/apgdiff,mscharhag/oleaster,"[junit, matching, testing]",0.75
JodaOrg/joda-beans,aionnetwork/aion,"[google, junit, testing]",1.0
MarkShen1992/Mashibing_High_Concurrency,cucumber/cucumber-java-skeleton,"[io, junit, testing]",0.75
dkunzler/esperandro,sockeqwe/fragmentargs,"[android, annotations, api, google, junit, mock, mocking, platform, testing]",0.75
Polve/bitcoin-rpc-client,oracle/pgql-lang,"[apache, commons, junit, testing]",1.0
GwtMaterialDesign/gwt-material,samskivert/jmustache,"[framework, google, gwt, junit, testing, ui, web]",0.78
redfx-quantum/strange,unitsofmeasurement/unit-api,"[api, engine, junit, testing]",1.0
ls1intum/Artemis,oracle/pgql-lang,"[apache, commons, testing]",0.75
TooTallNate/Java-WebSocket,conversant/disruptor,"[api, junit, logging, slf4j, testing]",0.83
dlsc-software-consulting-gmbh/FormsFX,taksan/skype-java-api,"[junit, testing]",1.0
awslabs/multi-model-server,zeromq/jzmq,"[junit, mocking, testing]",0.75
romankh3/image-comparison,stateless4j/stateless4j,"[junit, mock, mocking, testing]",0.8
huaban/jieba-analysis,ls1intum/Artemis,"[apache, commons, testing]",0.75
google/google-java-format,mbax/VanishNoPacket,"[analysis, defect, junit, metadata, testing]",0.71
eclipsesource/J2V8,romankh3/image-comparison,"[junit, mock, mocking, testing]",0.8
ipfs-shipyard/java-ipfs-http-client,shekhargulati/99-problems,"[junit, matching, testing]",0.75
alibaba/cooma,tzaeschke/ode4j,"[api, junit, logging, slf4j, testing]",0.71
Password4j/password4j,whitesock/open-replicator,"[api, junit, logging, slf4j, testing]",0.71
kiegroup/droolsjbpm-knowledge,roundrop/facebook4j,"[bridge, junit, logging, slf4j, testing]",0.83
NLPchina/nlp-lang,j256/simplemagic,"[apache, api, junit, logging, slf4j, testing]",0.86
grundid/nfctools,javadelight/delight-nashorn-sandbox,"[api, bridge, junit, logging, slf4j, testing]",0.75
sofastack/sofa-common-tools,vasia/gelly-streaming,"[apache, bridge, junit, logging, slf4j, testing]",0.75
JodaOrg/joda-time,ktuukkan/marine-api,"[junit, testing]",1.0
eclipsesource/J2V8,zeromq/jzmq,"[junit, mocking, testing]",0.75
eclipsesource/J2V8,maxmind/geoip-api-java,"[junit, mock, mocking, testing]",1.0
TheHolyWaffle/TeamSpeak-3-Java-API,jhg023/SimpleNet,"[api, junit, logging, slf4j, testing]",0.71
JakeWharton/ActionBarSherlock,square/otto,"[android, assertion, google, junit, platform, quality, support, testing, validation]",0.82
filoghost/HolographicDisplays,lishid/Orebfuscator,[api],1.0
aleksandr-m/gitflow-maven-plugin,coveooss/fmt-maven-plugin,"[annotations, apache, api, build, build-system, junit, maven, model, plugin, testing, tools]",0.73
TheHolyWaffle/TeamSpeak-3-Java-API,zeroturnaround/zt-zip,"[api, junit, logging, slf4j, testing]",0.83
abstractj/kalium,jnr/jnr-unixsocket,"[github, junit, native, testing]",0.8
JodaOrg/joda-beans,joshjdevl/libsodium-jni,"[google, junit, testing]",1.0
msteiger/jxmapviewer2,s4/s4,[logging],1.0
joshjdevl/libsodium-jni,taycaldwell/riot-api-java,"[google, junit, testing]",0.75
indvd00m/java-ascii-render,verhas/License3j,"[api, junit, mock, mocking, testing]",0.71
gardncl/elements-of-programming-interviews,stateless4j/stateless4j,"[junit, mock, mocking, testing]",0.8
fordfrog/apgdiff,poetix/protonpack,"[junit, matching, testing]",1.0
NoCheatPlus/NoCheatPlus,andytill/erlyberly,"[junit, testing]",1.0
depsypher/pngtastic,wildfly/jandex,"[ant, apache, build, junit, testing, tools]",0.75
jfree/jfreechart,unitsofmeasurement/unit-api,"[api, engine, junit, testing]",1.0
DenizenScript/Denizen,mcmonkeyprojects/Sentinel,"[api, json]",1.0
ktuukkan/marine-api,zeromq/jeromq,"[junit, testing]",1.0
